,描述,位置信息,区域,房屋信息,关注信息,总价,单价,type,area,Direction,decoration,Floor,Others,Floorh,Floorb,1室1厅 ,1室2厅 ,2室1厅 ,2室2厅 ,3室1厅 ,3室2厅 ,4室1厅 ,4室2厅 ,5室2厅 ,5室3厅 ,6室3厅 , 东 , 东 东南 , 东 西 , 东北 , 东南 , 东南 西北 , 南 , 南 北 , 西 , 西北 , 西南 , 其他 , 毛坯 , 简装 , 精装 , 3层  , 中楼层, 低楼层, 高楼层
0,嘉裕第六洲龙泽台 4室2厅 280万,嘉裕第六洲龙泽台 ,崇州,4室2厅 | 223.73平米 | 南 | 毛坯 | 低楼层(共9层)  | 暂无数据,0人关注 / 31天以前发布,280.0,12516.0,4室2厅 , 223.73平米 , 南 , 毛坯 , 低楼层(共9层)  , 暂无数据, 低楼层,9.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
187,优质度假房出售，精装修，位置好。,青城神韵一期 ,崇州,1室1厅 | 40平米 | 南 | 其他 | 低楼层(共2层)  | 暂无数据,10人关注 / 2个月以前发布,31.0,7750.0,1室1厅 , 40平米 , 南 , 其他 , 低楼层(共2层)  , 暂无数据, 低楼层,2.0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
188,青城神韵二期 清水 街子古镇 交通方便,青城神韵二期 ,崇州,1室1厅 | 48.82平米 | 西南 | 其他 | 高楼层(共4层)  | 暂无数据,8人关注 / 2个月以前发布,40.0,8194.0,1室1厅 , 48.82平米 , 西南 , 其他 , 高楼层(共4层)  , 暂无数据, 高楼层,4.0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
190,前后中庭 中间楼层 不临街 预约看房,西蜀御景二期 ,崇州,3室2厅 | 128.7平米 | 南 | 其他 | 低楼层(共18层)  | 塔楼,0人关注 / 2个月以前发布,110.0,8548.0,3室2厅 , 128.7平米 , 南 , 其他 , 低楼层(共18层)  , 塔楼, 低楼层,18.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
191,生态湿地公园旁 双拼别墅带车位,嘉裕第六洲 ,崇州,4室2厅 | 209平米 | 南 北 | 其他 | 低楼层(共3层)  | 板楼,0人关注 / 2个月以前发布,380.0,18182.0,4室2厅 , 209平米 , 南 北 , 其他 , 低楼层(共3层)  , 板楼, 低楼层,3.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
193,缇香府 2室1厅 85万,缇香府 ,崇州,2室1厅 | 97平米 | 东 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,85.0,8763.0,2室1厅 , 97平米 , 东 , 其他 , 高楼层(共18层)  , 暂无数据, 高楼层,18.0,0,0,1,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
194,嘉裕第六洲 4室2厅 250万,嘉裕第六洲 ,崇州,4室2厅 | 180平米 | 南 | 其他 | 低楼层(共3层)  | 板楼,0人关注 / 2个月以前发布,250.0,13889.0,4室2厅 , 180平米 , 南 , 其他 , 低楼层(共3层)  , 板楼, 低楼层,3.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
195,嘉裕第六洲龙泽台 3室2厅 108万,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 124.45平米 | 南 | 毛坯 | 低楼层(共9层)  | 板楼,0人关注 / 1个月以前发布,108.0,8679.0,3室2厅 , 124.45平米 , 南 , 毛坯 , 低楼层(共9层)  , 板楼, 低楼层,9.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
197,嘉裕第六洲龙泽台清水大套三双卫洋房小区一梯两户采光,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 125.8平米 | 东南 | 毛坯 | 中楼层(共7层)  | 板楼,1人关注 / 1个月以前发布,105.7,8403.0,3室2厅 , 125.8平米 , 东南 , 毛坯 , 中楼层(共7层)  , 板楼, 中楼层,7.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
198,青城神韵一期 3室2厅 98万,青城神韵一期 ,崇州,3室2厅 | 105平米 | 南 | 其他 | 低楼层(共3层)  | 塔楼,1人关注 / 1个月以前发布,98.0,9334.0,3室2厅 , 105平米 , 南 , 其他 , 低楼层(共3层)  , 塔楼, 低楼层,3.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
199,嘉裕第六洲龙泽台 3室1厅 204万,嘉裕第六洲龙泽台 ,崇州,3室1厅 | 204.68平米 | 东南 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,204.0,9967.0,3室1厅 , 204.68平米 , 东南 , 其他 , 低楼层(共6层)  , 板楼, 低楼层,6.0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
200,嘉裕第六洲龙泽台 3室1厅 175万,嘉裕第六洲龙泽台 ,崇州,3室1厅 | 208.8平米 | 东南 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,175.0,8382.0,3室1厅 , 208.8平米 , 东南 , 其他 , 低楼层(共7层)  , 暂无数据, 低楼层,7.0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
201,嘉裕第六洲龙泽台 3室2厅 105万,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 126.74平米 | 东北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,105.0,8285.0,3室2厅 , 126.74平米 , 东北 , 其他 , 中楼层(共6层)  , 暂无数据, 中楼层,6.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
202,嘉裕第六洲龙泽台 3室1厅 110万,嘉裕第六洲龙泽台 ,崇州,3室1厅 | 125平米 | 东南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,110.0,8800.0,3室1厅 , 125平米 , 东南 , 其他 , 中楼层(共6层)  , 板楼, 中楼层,6.0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
204,嘉裕第六洲龙泽台 3室2厅 120万,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 125.78平米 | 东南 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 1个月以前发布,120.0,9541.0,3室2厅 , 125.78平米 , 东南 , 其他 , 中楼层(共8层)  , 暂无数据, 中楼层,8.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
205,嘉裕第六洲龙泽台 4室2厅 199万,嘉裕第六洲龙泽台 ,崇州,4室2厅 | 220平米 | 西南 | 其他 | 低楼层(共9层)  | 板楼,0人关注 / 1个月以前发布,199.0,9046.0,4室2厅 , 220平米 , 西南 , 其他 , 低楼层(共9层)  , 板楼, 低楼层,9.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
207,嘉裕第六洲龙泽台 3室2厅 106万,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 126.74平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,106.0,8364.0,3室2厅 , 126.74平米 , 南 , 其他 , 中楼层(共7层)  , 暂无数据, 中楼层,7.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
209,嘉裕第六洲 联排别墅  拎包入住 随时可以看房,嘉裕第六洲 ,崇州,5室2厅 | 177.95平米 | 东南 | 简装 | 低楼层(共2层)  | 板楼,18人关注 / 8个月以前发布,260.0,14611.0,5室2厅 , 177.95平米 , 东南 , 简装 , 低楼层(共2层)  , 板楼, 低楼层,2.0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
210,嘉裕第六洲独栋别墅诚心出售，产权在手,嘉裕第六洲 ,崇州,5室3厅 | 242.21平米 | 南 | 其他 | 低楼层(共1层)  | 板楼,2人关注 / 3个月以前发布,420.0,17341.0,5室3厅 , 242.21平米 , 南 , 其他 , 低楼层(共1层)  , 板楼, 低楼层,1.0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
211,嘉裕第六洲龙泽台 4室2厅 180万,嘉裕第六洲龙泽台 ,崇州,4室2厅 | 208.18平米 | 东南 | 其他 | 低楼层(共9层)  | 板楼,0人关注 / 3个月以前发布,180.0,8647.0,4室2厅 , 208.18平米 , 东南 , 其他 , 低楼层(共9层)  , 板楼, 低楼层,9.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
